name,encoding,label
IMG-20241225-WA0041,"-0.028172802180051804,0.10695993155241013,0.10717388987541199,-0.0012845499441027641,-0.12442748993635178,0.01886335015296936,0.04648508131504059,-0.09446161240339279,0.0907307043671608,-0.03735126554965973,0.14689433574676514,-0.07627653330564499,-0.24934116005897522,-0.05197681114077568,0.1068352684378624,0.0530628003180027,0.03095461055636406,-0.13314396142959595,-0.14871586859226227,-0.0017886888235807419,0.01279809046536684,0.01536350417882204,0.03153771907091141,0.04159553721547127,-0.1365726739168167,-0.3128316104412079,-0.08033578842878342,-0.11776728928089142,0.00427240040153265,-0.1885918378829956,-0.04840598627924919,0.08619018644094467,-0.2014552503824234,-0.12459088861942291,-0.025077929720282555,0.021266601979732513,-0.07732189446687698,-0.09341844916343689,0.21421173214912415,0.003583119250833988,-0.2388608753681183,0.013190812431275845,0.037841688841581345,0.2472773790359497,0.18836048245429993,-0.02941388636827469,-0.02903984859585762,-0.05067770928144455,0.14859163761138916,-0.2718515694141388,0.18516001105308533,0.07237634062767029,0.1206444650888443,0.1125883013010025,0.16161632537841797,-0.1128419041633606,0.0821971595287323,0.11616874486207962,-0.227278932929039,0.09772691130638123,0.09239604324102402,-0.11283537745475769,-0.028658412396907806,-0.11718595772981644,0.19285637140274048,0.11033379286527634,-0.02457030490040779,-0.07910577207803726,0.08938002586364746,-0.10173570364713669,-0.04956864193081856,0.13479191064834595,-0.10640452802181244,-0.0994800329208374,-0.3296826481819153,0.0919080525636673,0.32655206322669983,0.14750026166439056,-0.27064967155456543,-0.053495410829782486,-0.07271111011505127,-0.0024865237064659595,0.09229905158281326,0.030343322083353996,-0.03535304218530655,-0.07399054616689682,-0.036720141768455505,0.026451341807842255,0.18288134038448334,0.008462779223918915,-0.049276307225227356,0.2433219999074936,0.006373724900186062,-0.022598765790462494,0.07020805031061172,0.031562477350234985,-0.07815712690353394,-0.07319002598524094,-0.12182047218084335,0.017085418105125427,0.06361711770296097,-0.1393834352493286,-0.055511344224214554,0.15361954271793365,-0.27248111367225647,0.15265625715255737,0.004965116269886494,-0.010703758336603642,0.06043461337685585,-0.07965750247240067,-0.10042929649353027,0.012571676634252071,0.14220976829528809,-0.3278505206108093,0.18530716001987457,0.08387020975351334,-0.04782000184059143,0.044728998094797134,-0.02087031491100788,0.057131972163915634,-0.04365625977516174,-0.04189613461494446,-0.1915881484746933,-0.050151191651821136,0.20839987695217133,-0.006475492380559444,-0.01763666793704033,0.05283806100487709",Non-Criminal
IMG-20241225-WA0042,"-0.13016577064990997,0.1666114777326584,0.13318036496639252,-0.022757770493626595,-0.11100800335407257,0.0028322075959295034,-0.019653990864753723,-0.06375830620527267,0.16939952969551086,-0.025172047317028046,0.3422785997390747,-0.06237270310521126,-0.22622255980968475,-0.10208363085985184,0.053936779499053955,0.1404258757829666,-0.1384953409433365,-0.056755710393190384,-0.06840120255947113,-0.036475978791713715,0.008783667348325253,0.038933366537094116,0.06391986459493637,0.009480437263846397,-0.08315501362085342,-0.4248810112476349,-0.02431618422269821,-0.0939459577202797,0.11409951746463776,-0.20972858369350433,-0.08720362186431885,0.012975802645087242,-0.16249015927314758,-0.10794904828071594,-0.04713046923279762,0.046614259481430054,-0.07629333436489105,-0.149700328707695,0.17934377491474152,-0.05276678130030632,-0.19997113943099976,0.005074265878647566,0.02754971757531166,0.24940645694732666,0.23535645008087158,-0.06331130862236023,0.015819504857063293,-0.09004125744104385,0.1410226672887802,-0.25262731313705444,0.07279185950756073,0.10973451286554337,0.04708835855126381,0.05646884813904762,0.12034906446933746,-0.1027364730834961,-0.02008536085486412,0.08958501368761063,-0.2046768218278885,0.009138459339737892,0.08383665233850479,0.04015195369720459,-0.008569969795644283,-0.07395469397306442,0.1543806493282318,0.13065892457962036,-0.09794119000434875,-0.13659991323947906,0.034585438668727875,-0.1103949099779129,-0.05071123316884041,0.09270337969064713,-0.12576618790626526,-0.1836840659379959,-0.33997493982315063,0.05560607463121414,0.34670490026474,0.08690475672483444,-0.2311137169599533,-0.027920670807361603,-0.04810952767729759,-0.08685697615146637,0.09846527129411697,0.10029370337724686,-0.014778152108192444,-0.04130149632692337,-0.12875106930732727,0.05133810639381409,0.1545502245426178,-0.00189225934445858,-0.059848349541425705,0.22765661776065826,0.0104430066421628,0.02675681561231613,0.03417466580867767,0.18573816120624542,-0.133577361702919,-0.002313013654202223,-0.14035919308662415,-0.015405351296067238,0.08151465654373169,-0.04261895269155502,-0.07012335956096649,0.14190369844436646,-0.19529567658901215,0.2142847627401352,0.037630338221788406,0.040214017033576965,0.03351576253771782,-0.09755178540945053,-0.009724852629005909,0.03868986293673515,0.1078016608953476,-0.25080567598342896,0.17893268167972565,0.13282841444015503,0.01849069818854332,0.1260218769311905,0.01878034509718418,-0.02080102637410164,-0.007729211822152138,-0.021420400589704514,-0.14299406111240387,-0.05921681597828865,-0.01585334725677967,-0.020392678678035736,0.006500630639493465,0.039445869624614716",Non-Criminal
IMG-20241225-WA0043,"-0.09551959484815598,-0.03949824348092079,-0.03178432956337929,-0.038140952587127686,-0.0680011436343193,-0.0782427191734314,-0.002431608736515045,-0.09781177341938019,0.16124482452869415,-0.06272225826978683,0.08382725715637207,-0.02066054940223694,-0.13860909640789032,-0.05006808787584305,-0.07632278650999069,0.05670693516731262,-0.18294015526771545,-0.03318825736641884,-0.0699029415845871,-0.16160371899604797,0.09849760681390762,0.1543857902288437,-0.0012068983633071184,0.020915498957037926,-0.1196940690279007,-0.16866502165794373,-0.07452067732810974,-0.13060928881168365,0.13605453073978424,-0.06277186423540115,0.0941045731306076,0.04919133335351944,-0.2182890623807907,-0.04250752553343773,0.008429481647908688,0.06448210030794144,-0.01852068491280079,-0.07544466853141785,0.15605118870735168,0.03232819586992264,-0.13848191499710083,0.045602891594171524,0.03406548500061035,0.2397671788930893,0.19853851199150085,0.06365764141082764,-0.03551095724105835,-0.10444380342960358,0.17505669593811035,-0.2202577143907547,0.016881195828318596,0.12254258245229721,0.0815524086356163,0.008402829989790916,0.07046933472156525,-0.18176285922527313,0.07564650475978851,0.08860179781913757,-0.25458741188049316,0.03580869734287262,0.03511425852775574,-0.036678045988082886,0.024823902174830437,0.04722631350159645,0.12450248003005981,0.0254138745367527,-0.08420528471469879,-0.09412543475627899,0.11945740878582001,-0.257165789604187,-0.0322699248790741,0.10906166583299637,-0.05456624925136566,-0.14441409707069397,-0.3532510995864868,0.028275709599256516,0.4292958974838257,0.12804175913333893,-0.08625368773937225,0.07981524616479874,-0.0160007793456316,0.006782589480280876,0.12644469738006592,0.10589231550693512,-0.14171548187732697,-0.02316577360033989,-0.09422630816698074,0.021497223526239395,0.13223879039287567,0.006993611343204975,-0.07330552488565445,0.16843537986278534,0.03282321244478226,-0.03999832272529602,0.003974054008722305,0.04962511733174324,-0.157130628824234,-0.05564984679222107,-0.018471919000148773,-0.05546851456165314,0.10465087741613388,-0.034218501299619675,0.04345405846834183,0.17968717217445374,-0.17044582962989807,0.20176683366298676,-0.06785039603710175,-0.11464932560920715,-0.0631960853934288,-0.08261432498693466,-0.01831936463713646,0.07885666936635971,0.1025979071855545,-0.20834077894687653,0.1566838175058365,0.12044671177864075,-0.024722617119550705,0.20919360220432281,0.021334782242774963,0.0587712861597538,-0.08728861808776855,0.037945400923490524,-0.1410071700811386,-0.11714272201061249,-0.004580589011311531,-0.009268609806895256,0.12473069131374359,-0.0006645908579230309",Non-Criminal
IMG-20241225-WA0044,"-0.14193716645240784,0.18042755126953125,0.01561947725713253,-0.04168897867202759,-0.1712178885936737,-0.015815548598766327,-0.06633590906858444,-0.0963333398103714,0.21568723022937775,-0.016916992142796516,0.2227669209241867,0.02869919314980507,-0.22868697345256805,-0.13522617518901825,0.025469642132520676,0.13454961776733398,-0.16462311148643494,-0.07007702440023422,-0.09568378329277039,0.03067934885621071,0.07327456027269363,0.005884368903934956,0.15355658531188965,0.12031493335962296,-0.08502751588821411,-0.399271696805954,-0.12964783608913422,-0.11390452831983566,0.020464736968278885,-0.10670807957649231,-0.06085803732275963,-0.022099127992987633,-0.20415519177913666,-0.15585900843143463,-0.0009995619766414165,0.043039675801992416,-0.07308655977249146,-0.08031075447797775,0.19571596384048462,-0.030131055042147636,-0.15533043444156647,0.0430360846221447,-0.018886374309659004,0.2906285226345062,0.15908485651016235,0.03963411971926689,0.10759126394987106,-0.08810586482286453,0.12734633684158325,-0.24131350219249725,0.11386197805404663,0.19440168142318726,0.10680864751338959,-0.007894761860370636,0.05834442004561424,-0.07810879498720169,0.06101052463054657,0.18643233180046082,-0.2297404557466507,0.10330807417631149,0.11768369376659393,-0.04722914099693298,-0.07766707241535187,-0.028149312362074852,0.24675865471363068,0.1495584100484848,-0.15363535284996033,-0.16296055912971497,0.042794037610292435,-0.08116321265697479,-0.01112452894449234,0.09104660898447037,-0.1996336430311203,-0.22597120702266693,-0.330719530582428,0.061952557414770126,0.48180925846099854,0.07036028802394867,-0.235162153840065,-0.06994444876909256,-0.2069743126630783,-0.010450253263115883,-0.01189395971596241,0.07340694963932037,-0.06761983036994934,-0.1053963154554367,-0.2096116989850998,0.0886278972029686,0.18097345530986786,-0.07936671376228333,-0.01713673584163189,0.27646011114120483,0.12505656480789185,-0.029453441500663757,-0.02869771048426628,0.14392486214637756,-0.11852309107780457,-0.028083959594368935,-0.071565642952919,0.04056231677532196,0.0912575051188469,-0.08616350591182709,-0.08581939339637756,0.07079198956489563,-0.230851948261261,0.15060380101203918,0.01872846856713295,-0.04794226214289665,-0.000878422986716032,-0.10685349255800247,-0.1738138049840927,-0.07876791805028915,0.14262130856513977,-0.26857489347457886,0.21013543009757996,0.1889105886220932,0.05589282885193825,0.15472950041294098,-0.01522305142134428,0.08304417133331299,-0.02297777682542801,-0.036084793508052826,-0.08250707387924194,-0.09600566327571869,0.07975294440984726,0.004144873935729265,0.02502720057964325,0.008666159585118294",Non-Criminal
IMG-20241225-WA0045,"-0.044955313205718994,0.06097008287906647,0.11466899514198303,-0.09173424541950226,-0.06987704336643219,-0.04546056687831879,0.03627292066812515,-0.14880980551242828,0.12372756004333496,0.017507847398519516,0.198703333735466,-0.0007357732392847538,-0.2630540132522583,-0.15268714725971222,0.026308249682188034,0.12538444995880127,-0.18932093679904938,-0.11697559803724289,0.005467571318149567,-0.07374115288257599,0.05823253095149994,0.04421286657452583,0.09303640574216843,0.12370038777589798,-0.18002201616764069,-0.20583732426166534,-0.10612653195858002,-0.15613329410552979,0.04472964257001877,-0.05804571509361267,-0.04673520103096962,0.061255987733602524,-0.2175818234682083,-0.05842733383178711,0.029181616380810738,-0.03164640814065933,-0.05460155010223389,-0.15746809542179108,0.24958457052707672,-0.015506905503571033,-0.1406760960817337,-0.01853177510201931,0.037455327808856964,0.16474267840385437,0.16274932026863098,0.011692702770233154,-0.019287874922156334,-0.033598288893699646,0.1378885954618454,-0.23450036346912384,0.10983966290950775,0.15498344600200653,0.14588280022144318,0.04341752454638481,0.07798794656991959,-0.17696987092494965,0.08434516191482544,0.12609072029590607,-0.3355131447315216,0.09980310499668121,-0.03783835470676422,-0.14451946318149567,0.0752701461315155,-0.030642418190836906,0.10430645942687988,0.09946591407060623,-0.058441974222660065,-0.11134450137615204,0.13213683664798737,-0.1489112824201584,-0.060959748923778534,0.1295996755361557,-0.11906427890062332,-0.1959480494260788,-0.3122498095035553,0.00405116006731987,0.28719276189804077,0.20401126146316528,-0.2216864824295044,-0.020594121888279915,-0.036181651055812836,-0.0720067247748375,0.0723821297287941,0.050845202058553696,-0.0721072182059288,-0.06402375549077988,-0.12209926545619965,0.015124034136533737,0.15828372538089752,-0.03286126255989075,-0.0658075287938118,0.3376327455043793,0.00692254863679409,0.028612051159143448,0.0005874228663742542,0.028161579743027687,-0.05403252691030502,0.05231490731239319,-0.04091493785381317,0.066050685942173,0.040519148111343384,-0.05487751215696335,0.016850115731358528,0.13534225523471832,-0.20397965610027313,0.062188319861888885,-0.008206835016608238,-0.09326399862766266,-0.1260191649198532,-0.10012141615152359,-0.1547982394695282,0.010082985274493694,0.11740484833717346,-0.3038051724433899,0.2568936347961426,0.1758498102426529,-0.018154805526137352,0.11107021570205688,-0.03771275281906128,-0.016964469105005264,-0.003630109131336212,-0.16941198706626892,-0.1024794802069664,-0.07992104440927505,0.19956529140472412,-0.09069228917360306,0.1259758472442627,0.056186381727457047",Non-Criminal
IMG-20241225-WA0046,"-0.07052682340145111,0.14524300396442413,0.015978600829839706,-0.11491471529006958,-0.1477174460887909,-0.010366201400756836,-0.08873441070318222,-0.0649142935872078,0.15412744879722595,-0.17461830377578735,0.1820220649242401,-0.08672867715358734,-0.28776121139526367,0.05213943496346474,-0.016880463808774948,0.15974223613739014,-0.23159761726856232,-0.18408818542957306,-0.04488353058695793,-0.10430333018302917,0.06389801949262619,0.046461157500743866,0.020620279014110565,0.06780845671892166,-0.17947933077812195,-0.3399645686149597,-0.10964013636112213,-0.10903187096118927,-0.07691426575183868,-0.11608345061540604,0.0398966409265995,0.0365423709154129,-0.1587795466184616,0.03824568912386894,0.03321787342429161,0.08539187908172607,-0.027003012597560883,-0.15545134246349335,0.2050323188304901,0.06539344787597656,-0.16835863888263702,-0.046853117644786835,0.14375746250152588,0.2721750736236572,0.3055235743522644,-0.023069852963089943,0.04357454180717468,-0.01937917433679104,0.2284035086631775,-0.3554461896419525,0.04722324013710022,0.16479690372943878,0.10845030844211578,0.10467029362916946,0.13543657958507538,-0.11575184017419815,0.0011474965140223503,0.1855158507823944,-0.18047402799129486,0.07571078836917877,0.07815809547901154,-0.023766983300447464,0.005452459678053856,-0.062322232872247696,0.3012235462665558,0.10459816455841064,-0.17325365543365479,-0.13654018938541412,0.20494404435157776,-0.1894092559814453,-0.10395054519176483,0.12627412378787994,-0.173977330327034,-0.2314547747373581,-0.21329271793365479,0.045342471450567245,0.305474191904068,0.15830008685588837,-0.05187137797474861,0.06463149189949036,-0.048385657370090485,-0.04523163288831711,-0.06928183138370514,0.10571305453777313,0.0014933329075574875,-0.014965668320655823,-0.08935550600290298,0.07239362597465515,0.3499610126018524,-0.07073212414979935,-0.026974020525813103,0.34615033864974976,-0.05356955528259277,-0.03324395418167114,0.02049819380044937,0.06538588553667068,-0.11415078490972519,-0.07311847805976868,-0.1475013792514801,-0.02444171905517578,-0.014919515699148178,-0.11894362419843674,-0.10875385254621506,0.07720296829938889,-0.20440424978733063,0.0784071683883667,-0.1312568187713623,-0.03171563521027565,-0.16097278892993927,-0.11144515126943588,-0.13664427399635315,0.042087458074092865,0.19812193512916565,-0.28691235184669495,0.14288558065891266,0.1470622420310974,0.04397370293736458,0.12245957553386688,0.03796222433447838,0.003122619353234768,0.07490444928407669,-0.1192321628332138,-0.13389167189598083,-0.12074565142393112,0.03416888043284416,0.016225237399339676,-0.01839994639158249,0.01514455210417509",Non-Criminal
IMG-20241225-WA0047,"-0.1184421107172966,0.07870206981897354,0.09842702001333237,-0.09656783193349838,-0.058461178094148636,0.016657309606671333,0.05439155921339989,-0.07122905552387238,0.09826543927192688,-0.03056933730840683,0.1226346492767334,-0.0163712315261364,-0.2982161045074463,-0.05489566922187805,-0.0630318745970726,0.17166545987129211,-0.13489732146263123,-0.1561562567949295,-0.1329399198293686,-0.1331494152545929,-0.021476000547409058,-0.011187098920345306,0.024317927658557892,0.05661723390221596,-0.1756216436624527,-0.19122865796089172,-0.023037847131490707,-0.10149569064378738,0.013119671493768692,-0.08788801729679108,0.04032028466463089,0.0004033636359963566,-0.2440764307975769,-0.08296068757772446,-0.016100715845823288,0.11240554600954056,-0.0824231281876564,-0.1228792667388916,0.19123508036136627,0.035874638706445694,-0.11493835598230362,0.11886337399482727,0.032101940363645554,0.2942204177379608,0.15722985565662384,0.038959525525569916,0.01893160119652748,-0.11191777139902115,0.12384302914142609,-0.2662568986415863,0.04480345547199249,0.13710419833660126,0.089073047041893,0.10431433469057083,0.07349061965942383,-0.15846218168735504,0.16597110033035278,0.15051250159740448,-0.2306508868932724,0.06753106415271759,0.03404664620757103,-0.04396258294582367,0.07607466727495193,-0.06064758077263832,0.14094828069210052,0.012465612962841988,-0.0908738374710083,-0.0515691414475441,0.15920889377593994,-0.08314285427331924,-0.03690999746322632,0.040572892874479294,-0.0681309774518013,-0.1321701556444168,-0.3193408250808716,0.09747769683599472,0.3436329662799835,0.2201283872127533,-0.17083898186683655,-0.0036013852804899216,-0.10195361822843552,0.00870694499462843,0.03414961323142052,0.02411799319088459,-0.12590289115905762,-0.09520825743675232,-0.08944952487945557,0.020239152014255524,0.14543305337429047,0.024878118187189102,-0.03223910182714462,0.17217275500297546,0.073061503469944,-0.0852753221988678,0.007510374300181866,0.06321034580469131,-0.21546664834022522,0.055168528109788895,-0.10306741297245026,-0.004469837062060833,0.04779697209596634,-0.12175934761762619,0.051553502678871155,0.12104692310094833,-0.23224656283855438,0.16746929287910461,-0.022340474650263786,-0.09913678467273712,-0.05558024346828461,0.03187262639403343,-0.11004233360290527,0.053192004561424255,0.13654319941997528,-0.273648202419281,0.24684171378612518,0.27879464626312256,-0.009122209623456001,0.09126518666744232,0.1295938491821289,0.046742819249629974,-0.05201583728194237,0.02746139094233513,-0.11636384576559067,-0.150652214884758,0.08435023576021194,-0.021255677565932274,0.12575839459896088,0.10184408724308014",Non-Criminal
IMG-20241225-WA0048,"-0.09737921506166458,0.22693555057048798,-0.007051236927509308,-0.017308196052908897,-0.06460390239953995,0.03082263097167015,-0.06228630244731903,-0.07526528835296631,0.24784378707408905,-0.018346529453992844,0.2098582535982132,0.029047314077615738,-0.23533542454242706,-0.01996070332825184,-0.03220744803547859,0.17777270078659058,-0.18156933784484863,-0.12200147658586502,-0.09307694435119629,-0.06136905774474144,0.04735922813415527,0.06863308697938919,0.024575714021921158,0.09280291944742203,-0.13766758143901825,-0.34468963742256165,-0.08258278667926788,-0.09818405658006668,0.01569688878953457,-0.2137727290391922,-0.003821917809545994,-0.0306654442101717,-0.20931753516197205,-0.0637940913438797,0.02079516462981701,0.08876655250787735,-0.09655444324016571,-0.10006431490182877,0.20310460031032562,0.08425157517194748,-0.14994190633296967,0.029263656586408615,-0.004389021545648575,0.3228180408477783,0.11353308707475662,-0.028006432577967644,-0.02076776884496212,-0.10199921578168869,0.0971856340765953,-0.1717534214258194,0.09118074923753738,0.16982905566692352,0.05716445669531822,0.11913351714611053,0.08658072352409363,-0.11547288298606873,0.06651217490434647,0.20510540902614594,-0.23800130188465118,0.04326877370476723,0.06963958591222763,-0.06700897216796875,-0.06869910657405853,0.00843384861946106,0.1577245444059372,0.15932995080947876,-0.04960694909095764,-0.19430246949195862,0.0808032974600792,-0.06077186018228531,-0.05443986505270004,0.11344704777002335,-0.07630491256713867,-0.20289812982082367,-0.26857540011405945,0.03693694621324539,0.37535640597343445,0.0795673206448555,-0.21606725454330444,-0.019102877005934715,-0.07745432108640671,-0.03846525028347969,0.11900105327367783,-0.018171988427639008,-0.08793944120407104,-0.0521656796336174,-0.1438751071691513,0.09006870537996292,0.18088015913963318,0.052795834839344025,-0.07609615474939346,0.20173271000385284,-0.0065033528953790665,-0.026115944609045982,0.05634039267897606,0.10238903760910034,-0.11512849479913712,0.014251450076699257,-0.12454572319984436,-0.09119699895381927,0.12024202942848206,-0.06615152955055237,-0.09134960174560547,0.07201170176267624,-0.2196979969739914,0.1229836642742157,0.11248712241649628,-0.028001872822642326,0.01484081894159317,0.012327861040830612,-0.20802617073059082,0.004175124224275351,0.2086036205291748,-0.3252124488353729,0.30461379885673523,0.15160997211933136,-0.025916460901498795,0.10193133354187012,0.044405099004507065,0.020628947764635086,-0.0638771653175354,-0.12350970506668091,-0.1607995480298996,-0.06301047652959824,0.09095551073551178,0.04230845719575882,0.055066585540771484,-0.017216186970472336",Non-Criminal
IMG-20241225-WA0048,"-0.09796526283025742,0.16438913345336914,0.03723789379000664,-0.03557509928941727,-0.1064133495092392,-0.010698340833187103,-0.03823518753051758,-0.1090073212981224,0.14185579121112823,-0.06063041836023331,0.2782861590385437,0.022918887436389923,-0.2455826997756958,-0.12506157159805298,0.037803977727890015,0.15707899630069733,-0.1798555999994278,-0.10826347023248672,-0.16551505029201508,-0.08278939127922058,-0.019904552027583122,0.015513371676206589,-0.000795168278273195,0.011249087750911713,-0.08502794802188873,-0.2768126130104065,-0.04728908836841583,-0.09948725253343582,0.10189610719680786,-0.050474248826503754,0.032231271266937256,0.04351039230823517,-0.16939574480056763,-0.10845678299665451,0.014194933697581291,0.009692557156085968,-0.07655233144760132,-0.07929912209510803,0.1891179233789444,-0.08823811262845993,-0.1787714809179306,-0.01871521770954132,0.026047755032777786,0.26624536514282227,0.21568304300308228,-0.04239112138748169,0.02171337977051735,-0.029717598110437393,0.09279461950063705,-0.2914763391017914,0.01648837700486183,0.15132364630699158,0.08930262923240662,0.08893392980098724,0.05888289585709572,-0.18615972995758057,0.07221393287181854,0.1656966358423233,-0.17500586807727814,0.04864561930298805,0.07038796693086624,-0.14037421345710754,-0.06602345407009125,-0.02752433903515339,0.20285260677337646,0.12404760718345642,-0.07715551555156708,-0.16570183634757996,0.1637248694896698,-0.1152571439743042,-0.02527276799082756,0.05273740738630295,-0.1291118711233139,-0.17421580851078033,-0.2757398188114166,0.04570784419775009,0.4039172828197479,0.1558091640472412,-0.22194203734397888,0.03503234311938286,-0.06556076556444168,0.021098636090755463,0.08926144987344742,0.031017322093248367,-0.08612797409296036,-0.09599374979734421,-0.11558378487825394,0.002797279506921768,0.1735541969537735,-0.037778545171022415,-0.0016427688533440232,0.2747032940387726,0.032460231333971024,-0.04909897968173027,0.0812733992934227,0.013571169227361679,-0.03244176506996155,-0.009374101646244526,-0.09583215415477753,0.021567538380622864,0.12131354212760925,-0.18469738960266113,0.029332637786865234,0.09380347281694412,-0.16275635361671448,0.16524304449558258,0.01935685984790325,0.11205603182315826,0.08211001008749008,0.0006050253286957741,-0.04664592817425728,-0.049790915101766586,0.21697965264320374,-0.185113787651062,0.2688033878803253,0.18271160125732422,-0.0025029738899320364,0.14633356034755707,0.08744969964027405,0.12996171414852142,-0.037085987627506256,-0.018779486417770386,-0.1464943140745163,-0.0813586413860321,0.02667691931128502,-0.05821796879172325,0.007502412423491478,0.06087144836783409",Non-Criminal
IMG-20241225-WA0049,"-0.05236368626356125,0.1416948437690735,-0.011279381811618805,-0.015860512852668762,-0.16228045523166656,0.006619659252464771,-0.031575534492731094,-0.05408564209938049,0.15719464421272278,-0.0440264567732811,0.24741722643375397,0.02399519830942154,-0.2076837420463562,-0.018662892282009125,-0.10514117777347565,0.17312978208065033,-0.07529190182685852,-0.10976382344961166,-0.22298796474933624,-0.13136008381843567,-0.05811575800180435,0.044538795948028564,-0.01055479608476162,0.06340044736862183,-0.11970537900924683,-0.16166254878044128,-0.029501017183065414,0.010593798011541367,0.15257275104522705,-0.16285286843776703,-0.03106747195124626,-0.042645879089832306,-0.24496117234230042,-0.13606899976730347,0.046181533485651016,0.05116364359855652,-0.022868139669299126,-0.1567494422197342,0.2561892867088318,0.07633482664823532,-0.12205444276332855,0.01658931002020836,0.09670178592205048,0.2635273039340973,0.14102019369602203,-0.05040523409843445,0.0400635190308094,-0.11944853514432907,0.13314954936504364,-0.24835993349552155,0.07141074538230896,0.11146552115678787,0.17151808738708496,0.07787738740444183,0.027157830074429512,-0.1375095397233963,0.009498870000243187,0.266405314207077,-0.18431183695793152,0.08410950750112534,0.03029393032193184,-0.026515766978263855,-0.08233040571212769,-0.0743003711104393,0.16131632030010223,0.11038975417613983,-0.07460133731365204,-0.185145303606987,0.1521994173526764,-0.11837537586688995,-0.06335629522800446,0.08478807657957077,0.010498697869479656,-0.12958385050296783,-0.36427488923072815,0.06940004229545593,0.43231746554374695,0.1842290759086609,-0.16610753536224365,0.03516600653529167,-0.0907457172870636,-0.0936717614531517,-0.019634518772363663,0.0005427694413810968,-0.1263071447610855,-0.04093421995639801,-0.08099611848592758,0.08504264801740646,0.2477165162563324,0.02706766501069069,-0.026884127408266068,0.17438660562038422,0.055686093866825104,-0.030808674171566963,-0.011479338631033897,0.10413714498281479,-0.16166062653064728,-0.027474747970700264,-0.04888584464788437,-0.01651010476052761,0.08498004078865051,-0.07617812603712082,0.07111095637083054,0.07876860350370407,-0.2065974473953247,0.1118055209517479,0.008231614716351032,-0.07255154848098755,0.020398098975419998,0.01740654557943344,-0.10300545394420624,-0.010123415850102901,0.18000151216983795,-0.26017385721206665,0.2238168865442276,0.13759630918502808,0.011181914247572422,0.10402057319879532,0.15925106406211853,0.060175925493240356,0.05846162512898445,-0.023907741531729698,-0.03994803875684738,-0.15197722613811493,-0.008291770704090595,-0.09344030916690826,0.1253020316362381,0.08313421905040741",Non-Criminal
IMG-20241225-WA0050,"-0.12321127206087112,0.05978913605213165,0.021983418613672256,0.001075809821486473,-0.08837664872407913,-0.09823805838823318,0.008778919465839863,-0.10788388550281525,0.14170512557029724,-0.05736280232667923,0.21082575619220734,-0.013625875115394592,-0.16628512740135193,-0.14631079137325287,0.05579519644379616,0.09359681606292725,-0.17914561927318573,-0.13654114305973053,-0.046899791806936264,-0.07802844047546387,0.056563571095466614,-0.025776177644729614,0.10281899571418762,0.1125570684671402,-0.19865591824054718,-0.2945750057697296,-0.0820639505982399,-0.14823472499847412,0.0323021337389946,-0.14301824569702148,-0.006326871924102306,0.03970949724316597,-0.18050405383110046,-0.01214432530105114,0.001048848032951355,0.11949614435434341,-0.025626517832279205,-0.04326236993074417,0.1266302764415741,-0.07063976675271988,-0.202618807554245,-0.06529027223587036,-0.006966372020542622,0.28169986605644226,0.1935230940580368,-0.019424211233854294,0.02557462453842163,-0.01308315061032772,0.08541443943977356,-0.18922574818134308,-0.028976906090974808,0.12749113142490387,0.006405559368431568,-0.02987111732363701,0.05936739593744278,-0.09133827686309814,0.021011225879192352,0.09229841083288193,-0.2173376828432083,0.02907475456595421,0.006851531565189362,-0.11491964757442474,-0.04607188329100609,-0.0036025838926434517,0.18576987087726593,0.09763885289430618,-0.10146783292293549,-0.13238999247550964,0.11697424948215485,-0.22220008075237274,0.0044510322622954845,0.16422267258167267,-0.10922462493181229,-0.22773663699626923,-0.24350395798683167,-0.06565076857805252,0.47102949023246765,0.08935683220624924,-0.15493234992027283,0.045363474637269974,-0.10965031385421753,-0.012173685245215893,0.0823628231883049,0.08086754381656647,-0.04705464094877243,0.10745086520910263,-0.23815354704856873,0.10442619025707245,0.1801469326019287,-0.0709717720746994,-0.013586352579295635,0.18657737970352173,0.016401948407292366,-0.0286183413118124,0.07092070579528809,0.04440796747803688,-0.0910111591219902,-0.0005429540760815144,-0.10971381515264511,-0.07050065696239471,0.06256350874900818,-0.10478560626506805,-0.022938663139939308,0.03057721257209778,-0.12889191508293152,0.12868283689022064,0.056784968823194504,-0.02929939329624176,-0.06885994970798492,-0.017298564314842224,-0.08932944387197495,-0.06430891901254654,0.11759156733751297,-0.28815609216690063,0.13443072140216827,0.19119451940059662,-0.0039574019610881805,0.16873835027217865,-0.05198047310113907,0.058080319315195084,-0.08080507069826126,-0.06663980334997177,-0.05120673403143883,-0.024633169174194336,-0.018500864505767822,-0.005699825007468462,0.09759920090436935,-0.04031114652752876",Non-Criminal
